timestamp,event_type,service_name,request_index,failed,request_duration_ms,resource_usage_percent,mean_request_duration_ms,mean_resource_usage_percent
2026-05-04T00:34:21.585+00:00,request,ServiceA,3,0,1356.618,0.0,1356.618,0.0
2026-05-04T00:34:21.592+00:00,request,ServiceA,5,0,1363.976,0.0,1360.297,0.0
2026-05-04T00:34:21.600+00:00,request,ServiceA,6,0,1371.93,0.0,1364.175,0.0
2026-05-04T00:34:21.602+00:00,request,ServiceA,1,0,1373.779,0.0,1366.576,0.0
2026-05-04T00:34:21.603+00:00,request,ServiceA,2,0,1375.494,0.0,1368.36,0.0
2026-05-04T00:34:21.606+00:00,request,ServiceA,10,0,1377.075,0.0,1369.812,0.0
2026-05-04T00:34:21.607+00:00,request,ServiceA,8,0,1377.921,0.0,1370.971,0.0
2026-05-04T00:34:21.613+00:00,request,ServiceA,4,0,1384.961,0.0,1372.719,0.0
2026-05-04T00:34:21.803+00:00,request,ServiceA,7,0,1574.428,0.0,1395.132,0.0
2026-05-04T00:34:21.805+00:00,request,ServiceA,9,0,1575.552,0.0,1413.174,0.0
2026-05-04T00:34:21.931+00:00,resource,,,,,43.89,1413.174,43.89
