timestamp,event_type,service_name,request_index,failed,request_duration_ms,resource_usage_percent,mean_request_duration_ms,mean_resource_usage_percent
2026-05-04T06:48:11.160+00:00,request,ServiceA,468,0,671.98,0.0,671.98,0.0
2026-05-04T06:48:11.172+00:00,request,ServiceA,287,0,842.701,0.0,757.341,0.0
2026-05-04T06:48:11.174+00:00,request,ServiceA,63,0,767.982,0.0,760.888,0.0
2026-05-04T06:48:11.359+00:00,request,ServiceA,3,0,1055.961,0.0,834.656,0.0
2026-05-04T06:48:11.385+00:00,request,ServiceA,72,0,973.33,0.0,862.391,0.0
2026-05-04T06:48:11.479+00:00,request,ServiceA,38,0,1143.908,0.0,909.31,0.0
2026-05-04T06:48:11.579+00:00,request,ServiceA,235,1,1045.854,0.0,928.816,0.0
2026-05-04T06:48:11.579+00:00,request,ServiceA,338,1,1185.156,0.0,960.859,0.0
2026-05-04T06:48:11.579+00:00,request,ServiceA,275,1,1261.43,0.0,994.256,0.0
2026-05-04T06:48:11.579+00:00,request,ServiceA,425,1,1249.512,0.0,1019.781,0.0
2026-05-04T06:48:11.580+00:00,request,ServiceA,495,1,1234.456,0.0,1039.297,0.0
2026-05-04T06:48:11.580+00:00,request,ServiceA,433,1,1245.361,0.0,1056.469,0.0
2026-05-04T06:48:11.580+00:00,request,ServiceA,320,1,1261.165,0.0,1072.215,0.0
2026-05-04T06:48:11.580+00:00,request,ServiceA,269,1,1260.829,0.0,1085.687,0.0
2026-05-04T06:48:11.580+00:00,request,ServiceA,11,1,1275.238,0.0,1098.324,0.0
2026-05-04T06:48:11.580+00:00,request,ServiceA,412,1,1250.685,0.0,1107.847,0.0
2026-05-04T06:48:11.581+00:00,request,ServiceA,345,1,1156.309,0.0,1110.697,0.0
2026-05-04T06:48:11.581+00:00,request,ServiceA,208,1,1231.212,0.0,1117.393,0.0
2026-05-04T06:48:11.605+00:00,request,ServiceA,254,1,1010.135,0.0,1111.747,0.0
2026-05-04T06:48:11.606+00:00,request,ServiceA,50,1,1012.685,0.0,1106.794,0.0
2026-05-04T06:48:11.606+00:00,request,ServiceA,107,1,1257.537,0.0,1113.973,0.0
2026-05-04T06:48:11.606+00:00,request,ServiceA,168,1,1216.217,0.0,1118.62,0.0
2026-05-04T06:48:11.606+00:00,request,ServiceA,438,1,1078.286,0.0,1116.866,0.0
2026-05-04T06:48:11.607+00:00,request,ServiceA,162,1,1090.528,0.0,1115.769,0.0
2026-05-04T06:48:11.607+00:00,request,ServiceA,207,1,1256.717,0.0,1121.407,0.0
2026-05-04T06:48:11.607+00:00,request,ServiceA,149,1,1165.695,0.0,1123.11,0.0
2026-05-04T06:48:11.607+00:00,request,ServiceA,460,1,1135.098,0.0,1123.554,0.0
2026-05-04T06:48:11.669+00:00,request,ServiceA,481,1,1197.534,0.0,1126.196,0.0
2026-05-04T06:48:11.669+00:00,request,ServiceA,317,1,1310.353,0.0,1132.547,0.0
2026-05-04T06:48:11.670+00:00,request,ServiceA,199,1,1206.537,0.0,1135.013,0.0
2026-05-04T06:48:11.670+00:00,request,ServiceA,25,1,1293.265,0.0,1140.118,0.0
2026-05-04T06:48:11.671+00:00,request,ServiceA,406,1,1341.738,0.0,1146.418,0.0
2026-05-04T06:48:11.671+00:00,request,ServiceA,291,1,1354.811,0.0,1152.733,0.0
2026-05-04T06:48:11.671+00:00,request,ServiceA,369,1,1109.53,0.0,1151.463,0.0
2026-05-04T06:48:11.671+00:00,request,ServiceA,283,1,1324.493,0.0,1156.406,0.0
2026-05-04T06:48:11.671+00:00,request,ServiceA,234,1,1279.624,0.0,1159.829,0.0
2026-05-04T06:48:11.671+00:00,request,ServiceA,492,1,1337.192,0.0,1164.623,0.0
2026-05-04T06:48:11.672+00:00,request,ServiceA,394,1,1111.082,0.0,1163.214,0.0
2026-05-04T06:48:11.672+00:00,request,ServiceA,37,1,1337.858,0.0,1167.692,0.0
2026-05-04T06:48:11.672+00:00,request,ServiceA,21,1,1126.877,0.0,1166.671,0.0
2026-05-04T06:48:11.672+00:00,request,ServiceA,69,1,1048.969,0.0,1163.801,0.0
2026-05-04T06:48:11.672+00:00,request,ServiceA,226,1,1246.809,0.0,1165.777,0.0
2026-05-04T06:48:11.695+00:00,request,ServiceA,93,0,1301.521,0.0,1168.934,0.0
2026-05-04T06:48:11.696+00:00,request,ServiceA,421,0,1318.861,0.0,1172.341,0.0
2026-05-04T06:48:11.697+00:00,request,ServiceA,260,0,1376.977,0.0,1176.889,0.0
2026-05-04T06:48:11.698+00:00,request,ServiceA,479,0,1365.048,0.0,1180.979,0.0
2026-05-04T06:48:11.702+00:00,request,ServiceA,458,0,1372.677,0.0,1185.058,0.0
2026-05-04T06:48:11.733+00:00,request,ServiceA,176,1,1186.57,0.0,1185.089,0.0
2026-05-04T06:48:11.734+00:00,request,ServiceA,360,1,1264.541,0.0,1186.711,0.0
2026-05-04T06:48:11.734+00:00,request,ServiceA,53,1,1187.755,0.0,1186.732,0.0
2026-05-04T06:48:11.734+00:00,request,ServiceA,13,1,1429.39,0.0,1191.49,0.0
2026-05-04T06:48:11.734+00:00,request,ServiceA,52,1,1247.531,0.0,1192.567,0.0
2026-05-04T06:48:11.734+00:00,request,ServiceA,132,1,1355.992,0.0,1195.651,0.0
2026-05-04T06:48:11.734+00:00,request,ServiceA,184,1,1277.5,0.0,1197.167,0.0
2026-05-04T06:48:11.735+00:00,request,ServiceA,471,1,1296.656,0.0,1198.976,0.0
2026-05-04T06:48:11.765+00:00,request,ServiceA,466,1,1431.72,0.0,1203.132,0.0
2026-05-04T06:48:11.765+00:00,request,ServiceA,364,1,1032.429,0.0,1200.137,0.0
2026-05-04T06:48:11.766+00:00,request,ServiceA,178,1,1173.374,0.0,1199.675,0.0
2026-05-04T06:48:11.766+00:00,request,ServiceA,382,1,1325.635,0.0,1201.81,0.0
2026-05-04T06:48:11.766+00:00,request,ServiceA,414,1,1429.259,0.0,1205.601,0.0
2026-05-04T06:48:11.766+00:00,request,ServiceA,188,1,1373.722,0.0,1208.357,0.0
2026-05-04T06:48:11.766+00:00,request,ServiceA,286,1,1449.76,0.0,1212.251,0.0
2026-05-04T06:48:11.767+00:00,request,ServiceA,119,1,1387.513,0.0,1215.033,0.0
2026-05-04T06:48:11.767+00:00,request,ServiceA,129,1,1388.195,0.0,1217.738,0.0
2026-05-04T06:48:11.797+00:00,request,ServiceA,151,1,1489.589,0.0,1221.921,0.0
2026-05-04T06:48:11.798+00:00,request,ServiceA,130,1,1418.891,0.0,1224.905,0.0
2026-05-04T06:48:11.798+00:00,request,ServiceA,497,1,1282.839,0.0,1225.77,0.0
2026-05-04T06:48:11.798+00:00,request,ServiceA,230,1,1450.74,0.0,1229.078,0.0
2026-05-04T06:48:11.798+00:00,request,ServiceA,322,1,1437.356,0.0,1232.097,0.0
2026-05-04T06:48:11.800+00:00,request,ServiceA,482,1,1328.914,0.0,1233.48,0.0
2026-05-04T06:48:11.800+00:00,request,ServiceA,323,1,1437.829,0.0,1236.358,0.0
2026-05-04T06:48:11.800+00:00,request,ServiceA,464,1,1405.853,0.0,1238.712,0.0
2026-05-04T06:48:11.800+00:00,request,ServiceA,219,1,1452.015,0.0,1241.634,0.0
2026-05-04T06:48:11.801+00:00,request,ServiceA,403,1,1331.004,0.0,1242.842,0.0
2026-05-04T06:48:11.801+00:00,request,ServiceA,8,1,1496.791,0.0,1246.228,0.0
2026-05-04T06:48:11.801+00:00,request,ServiceA,179,1,1464.39,0.0,1249.098,0.0
2026-05-04T06:48:11.801+00:00,request,ServiceA,173,1,1456.8,0.0,1251.796,0.0
2026-05-04T06:48:11.801+00:00,request,ServiceA,122,1,1343.99,0.0,1252.978,0.0
2026-05-04T06:48:11.871+00:00,request,ServiceA,346,0,1433.752,0.0,1255.266,0.0
2026-05-04T06:48:11.875+00:00,request,ServiceA,296,0,1568.921,0.0,1259.187,0.0
2026-05-04T06:48:11.876+00:00,request,ServiceA,142,0,1405.965,0.0,1260.999,0.0
2026-05-04T06:48:11.893+00:00,request,ServiceA,401,1,1390.291,0.0,1262.575,0.0
2026-05-04T06:48:11.897+00:00,request,ServiceA,327,1,1501.635,0.0,1265.456,0.0
2026-05-04T06:48:11.897+00:00,request,ServiceA,131,1,1518.924,0.0,1268.473,0.0
2026-05-04T06:48:11.898+00:00,request,ServiceA,192,1,1517.734,0.0,1271.406,0.0
2026-05-04T06:48:11.898+00:00,request,ServiceA,383,1,1289.446,0.0,1271.615,0.0
2026-05-04T06:48:11.969+00:00,request,ServiceA,99,0,1407.524,0.0,1273.178,0.0
2026-05-04T06:48:11.972+00:00,request,ServiceA,211,0,1622.437,0.0,1277.146,0.0
2026-05-04T06:48:11.989+00:00,request,ServiceA,42,1,1302.201,0.0,1277.428,0.0
2026-05-04T06:48:11.989+00:00,request,ServiceA,352,1,1485.126,0.0,1279.736,0.0
2026-05-04T06:48:11.989+00:00,request,ServiceA,54,1,1475.726,0.0,1281.889,0.0
2026-05-04T06:48:11.991+00:00,request,ServiceA,361,0,1458.432,0.0,1283.808,0.0
2026-05-04T06:48:12.089+00:00,request,ServiceA,467,0,1756.35,0.0,1288.889,0.0
2026-05-04T06:48:12.092+00:00,request,ServiceA,456,0,1649.559,0.0,1292.726,0.0
2026-05-04T06:48:12.292+00:00,request,ServiceA,14,0,1986.976,0.0,1300.034,0.0
2026-05-04T06:48:12.300+00:00,request,ServiceA,298,0,1984.988,0.0,1307.169,0.0
2026-05-04T06:48:12.301+00:00,request,ServiceA,267,0,1964.735,0.0,1313.948,0.0
2026-05-04T06:48:12.302+00:00,request,ServiceA,396,0,1936.747,0.0,1320.303,0.0
2026-05-04T06:48:12.366+00:00,request,ServiceA,279,0,2049.012,0.0,1327.664,0.0
2026-05-04T06:48:12.451+00:00,request,ServiceA,159,0,2122.749,0.0,1335.615,0.0
