timestamp,event_type,service_name,request_index,failed,request_duration_ms,resource_usage_percent,mean_request_duration_ms,mean_resource_usage_percent
2026-05-04T07:11:32.096+00:00,request,ServiceA,305,1,1144.086,0.0,1144.086,0.0
2026-05-04T07:11:32.097+00:00,request,ServiceA,53,1,1159.105,0.0,1151.595,0.0
2026-05-04T07:11:32.097+00:00,request,ServiceA,348,1,1116.298,0.0,1139.83,0.0
2026-05-04T07:11:32.097+00:00,request,ServiceA,476,1,1120.303,0.0,1134.948,0.0
2026-05-04T07:11:32.097+00:00,request,ServiceA,131,1,1056.069,0.0,1119.172,0.0
2026-05-04T07:11:32.097+00:00,request,ServiceA,49,1,1160.15,0.0,1126.002,0.0
2026-05-04T07:11:32.193+00:00,request,ServiceA,87,1,1194.865,0.0,1135.84,0.0
2026-05-04T07:11:32.193+00:00,request,ServiceA,37,1,1257.337,0.0,1151.027,0.0
2026-05-04T07:11:32.193+00:00,request,ServiceA,263,1,1212.88,0.0,1157.899,0.0
2026-05-04T07:11:32.194+00:00,request,ServiceA,416,1,1232.479,0.0,1165.357,0.0
2026-05-04T07:11:32.194+00:00,request,ServiceA,322,1,1243.44,0.0,1172.456,0.0
2026-05-04T07:11:32.195+00:00,request,ServiceA,120,1,1075.545,0.0,1164.38,0.0
2026-05-04T07:11:32.195+00:00,request,ServiceA,390,1,1182.748,0.0,1165.793,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,301,1,1242.863,0.0,1171.298,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,142,1,1168.982,0.0,1171.143,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,330,1,1246.198,0.0,1175.834,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,490,1,1203.066,0.0,1177.436,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,2,1,1264.319,0.0,1182.263,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,458,1,1230.774,0.0,1184.816,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,47,1,1259.475,0.0,1188.549,0.0
2026-05-04T07:11:32.196+00:00,request,ServiceA,118,1,1170.925,0.0,1187.71,0.0
2026-05-04T07:11:32.197+00:00,request,ServiceA,242,1,1077.184,0.0,1182.686,0.0
2026-05-04T07:11:32.197+00:00,request,ServiceA,304,1,1244.191,0.0,1185.36,0.0
2026-05-04T07:11:32.197+00:00,request,ServiceA,287,1,1203.065,0.0,1186.098,0.0
2026-05-04T07:11:32.197+00:00,request,ServiceA,185,1,1194.122,0.0,1186.419,0.0
2026-05-04T07:11:32.197+00:00,request,ServiceA,174,1,1108.146,0.0,1183.408,0.0
2026-05-04T07:11:32.197+00:00,request,ServiceA,212,1,1256.088,0.0,1186.1,0.0
2026-05-04T07:11:32.198+00:00,request,ServiceA,397,1,1109.306,0.0,1183.357,0.0
2026-05-04T07:11:32.198+00:00,request,ServiceA,95,1,1066.608,0.0,1179.332,0.0
2026-05-04T07:11:32.198+00:00,request,ServiceA,71,1,1220.905,0.0,1180.717,0.0
2026-05-04T07:11:32.199+00:00,request,ServiceA,78,1,1201.261,0.0,1181.38,0.0
2026-05-04T07:11:32.199+00:00,request,ServiceA,376,1,1221.641,0.0,1182.638,0.0
2026-05-04T07:11:32.199+00:00,request,ServiceA,139,1,1172.173,0.0,1182.321,0.0
2026-05-04T07:11:32.199+00:00,request,ServiceA,355,1,1252.231,0.0,1184.377,0.0
2026-05-04T07:11:32.200+00:00,request,ServiceA,116,1,1191.592,0.0,1184.583,0.0
2026-05-04T07:11:32.200+00:00,request,ServiceA,323,1,1249.672,0.0,1186.391,0.0
2026-05-04T07:11:32.200+00:00,request,ServiceA,241,1,1157.843,0.0,1185.62,0.0
2026-05-04T07:11:32.200+00:00,request,ServiceA,308,1,1248.281,0.0,1187.269,0.0
2026-05-04T07:11:32.200+00:00,request,ServiceA,236,1,1198.67,0.0,1187.561,0.0
2026-05-04T07:11:32.201+00:00,request,ServiceA,127,1,1192.31,0.0,1187.68,0.0
2026-05-04T07:11:32.201+00:00,request,ServiceA,485,1,1255.223,0.0,1189.327,0.0
2026-05-04T07:11:32.201+00:00,request,ServiceA,91,1,1126.593,0.0,1187.834,0.0
2026-05-04T07:11:32.201+00:00,request,ServiceA,244,1,1158.896,0.0,1187.161,0.0
2026-05-04T07:11:32.201+00:00,request,ServiceA,193,1,1072.838,0.0,1184.562,0.0
2026-05-04T07:11:32.201+00:00,request,ServiceA,240,1,1126.558,0.0,1183.273,0.0
2026-05-04T07:11:32.201+00:00,request,ServiceA,413,1,1240.314,0.0,1184.513,0.0
2026-05-04T07:11:32.202+00:00,request,ServiceA,122,1,1198.945,0.0,1184.821,0.0
2026-05-04T07:11:32.202+00:00,request,ServiceA,486,1,1054.28,0.0,1182.101,0.0
2026-05-04T07:11:32.202+00:00,request,ServiceA,254,1,1071.079,0.0,1179.835,0.0
2026-05-04T07:11:32.202+00:00,request,ServiceA,190,1,1260.359,0.0,1181.446,0.0
2026-05-04T07:11:32.202+00:00,request,ServiceA,423,1,1239.934,0.0,1182.592,0.0
2026-05-04T07:11:32.224+00:00,request,ServiceA,50,1,1287.255,0.0,1184.605,0.0
2026-05-04T07:11:32.225+00:00,request,ServiceA,125,1,1212.423,0.0,1185.13,0.0
2026-05-04T07:11:32.225+00:00,request,ServiceA,404,1,1120.733,0.0,1183.938,0.0
2026-05-04T07:11:32.225+00:00,request,ServiceA,315,1,1273.899,0.0,1185.573,0.0
2026-05-04T07:11:32.225+00:00,request,ServiceA,459,1,1259.965,0.0,1186.902,0.0
2026-05-04T07:11:32.226+00:00,request,ServiceA,167,1,1094.042,0.0,1185.273,0.0
2026-05-04T07:11:32.226+00:00,request,ServiceA,126,1,1089.326,0.0,1183.618,0.0
2026-05-04T07:11:32.226+00:00,request,ServiceA,82,1,1284.096,0.0,1185.321,0.0
2026-05-04T07:11:32.226+00:00,request,ServiceA,177,1,1108.574,0.0,1184.042,0.0
2026-05-04T07:11:32.227+00:00,request,ServiceA,325,1,1276.518,0.0,1185.558,0.0
2026-05-04T07:11:32.227+00:00,request,ServiceA,332,1,1277.567,0.0,1187.042,0.0
2026-05-04T07:11:32.227+00:00,request,ServiceA,285,1,1139.757,0.0,1186.292,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,429,1,1264.538,0.0,1187.514,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,340,1,1279.153,0.0,1188.924,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,114,1,1225.02,0.0,1189.471,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,472,1,1261.031,0.0,1190.539,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,409,1,1267.065,0.0,1191.664,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,155,1,1076.855,0.0,1190.0,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,321,1,1277.456,0.0,1191.25,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,468,1,1281.302,0.0,1192.518,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,17,1,1294.702,0.0,1193.937,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,451,1,1263.887,0.0,1194.896,0.0
2026-05-04T07:11:32.228+00:00,request,ServiceA,144,1,1066.966,0.0,1193.167,0.0
2026-05-04T07:11:32.289+00:00,request,ServiceA,427,1,1326.187,0.0,1194.94,0.0
2026-05-04T07:11:32.289+00:00,request,ServiceA,424,1,1327.395,0.0,1196.683,0.0
2026-05-04T07:11:32.289+00:00,request,ServiceA,277,1,1283.493,0.0,1197.811,0.0
2026-05-04T07:11:32.289+00:00,request,ServiceA,251,1,1096.396,0.0,1196.51,0.0
2026-05-04T07:11:32.290+00:00,request,ServiceA,250,1,1199.619,0.0,1196.55,0.0
2026-05-04T07:11:32.290+00:00,request,ServiceA,115,1,1186.619,0.0,1196.426,0.0
2026-05-04T07:11:32.290+00:00,request,ServiceA,224,1,1155.994,0.0,1195.927,0.0
2026-05-04T07:11:32.290+00:00,request,ServiceA,382,1,1281.397,0.0,1196.969,0.0
2026-05-04T07:11:32.290+00:00,request,ServiceA,245,1,1215.448,0.0,1197.191,0.0
2026-05-04T07:11:32.291+00:00,request,ServiceA,157,1,1268.445,0.0,1198.04,0.0
2026-05-04T07:11:32.291+00:00,request,ServiceA,480,1,1297.957,0.0,1199.215,0.0
2026-05-04T07:11:32.291+00:00,request,ServiceA,173,1,1184.639,0.0,1199.046,0.0
2026-05-04T07:11:32.291+00:00,request,ServiceA,349,1,1308.007,0.0,1200.298,0.0
